Student_ID,Date,Subject,Attendance_Status
S05239,2025-01-27,Geography,Absent
S00143,2024-04-30,Arabic, Late
S09541,2025-02-01,English,Late
S00812,2024-10-13,Math,Left Early
S11472,2024-05-19,English,Late
S06368,2024-10-20,History,Late
S09525,2024-06-11,Math,Excused
S05161,2025-01-05,Geography,Left Early
S01798,2024-05-10,Science,Left Early
S03533,2024-08-05,English, Late
S10661,2024-04-20,History,Left Early
S11359,2024-08-17,Arabic,Late
S10404,2024-08-08,Science,Left Early
S11239,2024-10-04,History,Present
S08948,2024-11-20,Arabic,Excused
S06971,2025-01-17,Arabic,Left Early
S05185,2024-12-20,Arabic, Late
S09384,2024-08-30,Science,Present 
S12146,2024-11-17,Geography,Absent
S10227,2024-11-27,English,Present
S01835,2024-07-06,Geography,Absent
S00950,2025-02-04,Math, Late
S07267,2024-04-28,English,Excused
S08930,2024-04-17,Science,Absent
S05133,2024-03-10,History,Absent
S01446,2024-06-30,Science,Present 
S01673,2024-11-16,History,Left Early
S00293,2024-10-10,English,Excused
S06069,2024-05-31,Math,Present
S03462,2024-11-25,Science,Absent
S05365,2024-07-17,History,Absent
S01348,2024-08-08,History,Left Early
S05255,2025-01-16,English,Present 
S01359,2024-07-18,Geography,Present 
S01401,2024-04-23,Arabic,Present
S09532,2024-07-13,Math,Late
S11047,2024-12-09,Math,Absent
S10451,2024-10-21,Geography, Late
S02268,2024-06-16,Arabic,Absent
S05428,2024-06-05,Geography,Left Early
S04286,2024-10-31,Geography,Absent
S11792,2024-11-17,Science, Late
S07396,2024-07-10,Math, Late
S00974,2024-08-27,English,Present
S05789,2024-06-01,Math,Absent
S09107,2024-09-22,Science, Late
S05465,2024-07-22,Math,Present 
S04057,2024-06-11,History,Present
S05158,2024-09-22,English, Late
S10621,2024-10-17,History,Excused
S08844,2025-02-12,Science,Late
S08971,2024-08-16,Arabic,Left Early
S03533,2024-06-17,Geography,Left Early
S11979,2024-05-07,English,Absent
S01513,2024-09-09,Arabic,Present 
S02810,2025-02-26,Arabic,Present 
S05840,2024-05-15,Science,Present
S00287,2025-02-01,English,Present 
S02190,2024-06-26,History,Excused
S07941,2024-04-28,History,Present 
S04860,2024-04-25,Arabic, Late
S11345,2024-04-20,English,Present 
S10634,2025-01-30,Arabic,Late
S06142,2024-07-11,English,Present 
S01246,2024-09-11,English,Late
S04670,2024-06-25,Science,Present
S10049,2024-08-11,Geography,Left Early
S07858,2024-03-31,English,Excused
S08895,2024-07-03,Science,Left Early
S02984,2024-07-29,Science,Excused
S06641,2024-05-01,English,Present
S03949,2025-03-01,Arabic, Late
S09581,2024-06-22,Geography,Present 
S00101,2024-04-02,Geography,Absent
S07376,2024-06-07,Math, Late
S02643,2025-02-04,Geography,Left Early
S01498,2024-11-01,Math,Left Early
S11317,2024-09-27,Math,Excused
S07003,2024-08-20,History,Present
S00647,2025-01-12,Science,Late
S09911,2024-03-31,Geography, Late
S01217,2025-01-24,English,Present
S01154,2024-11-20,Geography,Excused
S06506,2024-05-27,Arabic,Present 
S11639,2024-09-18,English,Present 
S05379,2024-08-11,Science,Absent
S09136,2025-02-15,Math,Absent
S11086,2025-01-05,Geography,Present
S02673,2024-10-13,Geography,Late
S07178,2024-11-12,Math,Present
S05262,2024-08-06,Science,Absent
S09252,2024-11-08,Geography,Present
S09510,2024-10-05,Geography,Present
S00196,2025-02-19,Geography,Present 
S02718,2024-04-01,History,Late
S03031,2024-12-17,History,Absent
S03505,2024-12-07,English,Late
S02600,2024-03-27,Arabic,Present
S05219,2024-03-31,Science,Present
S01978,2024-08-20,History,Late
S07483,2025-02-06,Arabic,Left Early
S07464,2025-01-24,English,Absent
S07592,2024-08-30,History,Present 
S00013,2024-04-11,History,Late
S03701,2024-03-30,English,Late
S06760,2025-03-09,English,Left Early
S09179,2024-06-02,English,Present 
S09484,2024-11-19,History,Absent
S04218,2024-06-07,Arabic, Late
S08516,2024-10-08,Science,Left Early
S08235,2024-06-12,Geography,Present 
S00220,2024-04-23,Geography,Late
S09330,2024-09-13,Geography,Absent
S07993,2024-07-11,Math,Excused
S11863,2025-01-23,Science,Present 
S00261,2024-06-30,Arabic,Absent
S10268,2024-04-04,Arabic,Left Early
S03210,2025-02-27,Science,Absent
S09424,2024-05-12,English,Absent
S05133,2025-01-19,Science,Absent
S11868,2024-05-17,History,Present
S09512,2024-04-15,English,Present
S03947,2024-09-24,Arabic,Late
S03969,2024-07-11,History,Left Early
S01477,2025-01-16,Math,Left Early
S09666,2024-05-07,Geography,Excused
S06415,2024-03-21,English,Absent
S03566,2024-08-17,Arabic, Late
S02822,2024-11-14,Arabic,Absent
S09705,2024-10-23,Math,Excused
S01712,2024-09-14,Arabic,Late
S08775,2024-05-12,English,Excused
S06252,2024-09-23,Math,Late
S08902,2024-10-11,English,Present 
S01912,2024-08-31,English,Present 
S10756,2024-04-27,English, Late
S10982,2025-01-31,Arabic, Late
S01241,2024-04-23,English,Absent
S10740,2024-10-13,Science,Late
S07983,2024-05-24,Arabic, Late
S00221,2024-06-02,History,Absent
S03972,2025-01-08,History, Late
S06100,2025-02-01,Geography,Absent
S08974,2024-06-27,Arabic,Left Early
S07142,2025-01-29,Geography,Left Early
S04008,2024-05-26,History,Absent
S06318,2024-09-18,Science,Present
S11137,2024-04-15,Arabic,Late
S01968,2024-09-29,Arabic,Absent
S08370,2024-07-16,Math,Absent
S03551,2024-11-18,Math, Late
S04410,2024-12-10,History,Present
S09176,2024-11-15,History,Absent
S11189,2024-11-15,Science,Present 
S01587,2025-01-22,History,Late
S10253,2024-11-10,Geography,Absent
S11131,2025-02-12,Science,Present 
S11962,2024-12-24,English,Left Early
S10979,2024-09-22,History, Late
S08006,2024-10-23,Math,Present
S04971,2024-12-05,English,Excused
S01981,2024-12-06,Geography,Late
S09016,2025-02-28,History,Absent
S04701,2024-12-10,English,Excused
S06759,2024-10-12,Geography,Left Early
S04507,2024-07-03,Science, Late
S10223,2024-11-21,Math,Left Early
S03268,2024-11-24,Science,Present 
S02597,2024-03-15,Science,Absent
S10747,2025-01-18,Geography,Absent
S11235,2024-05-28,Arabic,Excused
S09507,2024-07-15,Science,Late
S00447,2024-09-18,English,Excused
S10952,2024-07-28,History,Present 
S08155,2024-08-12,Geography,Absent
S10821,2024-11-15,Science,Left Early
S05546,2025-02-03,English,Absent
S08590,2024-12-18,Geography,Present
S11673,2024-11-07,History, Late
S09754,2024-10-20,Science,Absent
S08305,2025-02-28,English, Late
S04373,2024-07-25,History,Present 
S02938,2024-09-05,Math,Absent
S05289,2024-07-19,English,Present 
S04709,2024-05-14,English,Present
S06518,2024-07-30,Arabic,Absent
S02974,2024-11-24,Geography,Absent
S10481,2024-04-07,History,Absent
S06168,2025-01-22,Arabic,Excused
S01073,2025-01-29,History,Absent
S03427,2024-07-30,History,Absent
S03912,2025-01-12,Science, Late
S06989,2025-01-19,Geography,Absent
S08702,2024-09-02,History,Late
S07795,2024-03-17,History,Late
S07609,2024-04-15,English, Late
S10757,2024-05-20,Science, Late
S02458,2024-06-10,Geography,Absent
S10794,2024-05-22,History,Present
S04417,2025-02-10,Science,Present 
S03217,2024-12-25,Geography,Present
S06863,2024-09-15,Math,Excused
S10718,2024-12-27,Geography,Absent
S01019,2025-01-04,English, Late
S03492,2024-04-16,History,Absent
S00779,2025-02-18,Math,Present 
S04829,2024-04-03,Geography, Late
S05634,2024-10-01,Geography,Absent
S06959,2025-01-11,Arabic,Absent
S01316,2024-06-10,History,Absent
S10510,2024-07-25,Math,Late
S06591,2024-12-27,Geography,Absent
S11493,2025-02-20,Arabic,Excused
S04579,2024-03-31,Science,Absent
S09768,2024-07-16,Geography,Present
S01964,2024-07-11,English, Late
S03204,2024-06-24,English,Present
S09056,2024-11-28,Science,Present
S00142,2024-06-20,English,Absent
S06035,2024-07-14,Science,Present
S03679,2024-10-30,Math,Present 
S11148,2024-11-19,English, Late
S00071,2025-02-01,Science,Present 
S02522,2025-02-21,Science,Present 
S03104,2024-12-11,Geography,Left Early
S07097,2024-03-25,Arabic,Present 
S04599,2024-06-05,History,Absent
S06416,2024-05-23,Science,Late
S02930,2024-12-07,History,Absent
S09812,2024-08-17,Geography,Late
S09386,2024-09-22,Math,Absent
S08220,2025-02-16,Geography,Left Early
S08630,2024-11-30,Geography,Left Early
S10247,2024-11-11,Geography,Late
S08348,2024-08-04,English, Late
S04915,2024-05-17,Math,Left Early
S08522,2024-05-26,Science,Left Early
S04648,2025-01-09,English,Excused
S10359,2024-10-23,Math,Absent
S07023,2024-10-17,English,Present
S01040,2024-11-23,Math,Excused
S01934,2024-08-12,Math,Late
S04000,2024-06-27,Arabic, Late
S11274,2024-11-28,English,Present 
S03839,2025-01-23,Geography, Late
S10221,2024-03-15,Math,Absent
S10720,2024-10-07,Math,Present
S11183,2025-02-25,Geography,Late
S05382,2024-05-15,Math,Excused
S09784,2024-12-10,English,Present
S10924,2024-11-13,Arabic,Absent
S11024,2024-07-17,Science,Present 
S02332,2025-01-23,Arabic,Present 
S06679,2024-10-24,Science,Present 
S11529,2024-05-24,Arabic, Late
S06393,2024-05-05,Math,Present 
S06765,2025-01-01,Arabic,Absent
S07400,2024-03-24,English,Present
S04410,2024-03-13,Arabic,Present
S07583,2024-10-13,Science,Excused
S11014,2024-11-18,Science,Absent
S03299,2025-01-10,Science,Absent
S04614,2025-01-31,Arabic,Absent
S03057,2024-12-25,History,Absent
S09317,2024-08-18,Arabic,Absent
S05423,2025-02-19,History,Absent
S11714,2024-04-01,History,Excused
S07180,2024-12-18,Arabic,Late
S07429,2024-08-14,Arabic,Absent
S00549,2024-11-11,Arabic,Absent
S00993,2024-05-27,Arabic,Absent
S02821,2024-11-14,Geography,Late
S05558,2024-09-10,Geography, Late
S04548,2025-02-14,Math,Excused
S10917,2025-02-21,Math,Present 
S01294,2024-10-10,English,Excused
S01704,2024-11-16,Geography,Excused
S09924,2025-01-25,Geography,Present 
S06766,2024-07-05,History,Present 
S02616,2024-10-10,History,Present 
S08510,2024-11-04,History,Absent
S00896,2025-02-05,English,Absent
S02383,2025-01-25,Science,Absent
S01894,2024-05-08,Math,Absent
S07241,2024-09-09,Arabic, Late
S08298,2024-06-16,Arabic, Late
S10341,2024-05-10,Geography,Present
S05469,2024-04-29,English,Absent
S07031,2024-11-28,History,Absent
S00111,2024-07-30,Math,Present
S06349,2024-06-29,Geography,Late
S05127,2025-01-10,English,Absent
S07872,2024-06-28,English,Late
S10551,2024-08-17,English,Excused
S05948,2024-03-28,Geography, Late
S02471,2024-12-22,Geography,Absent
S08914,2024-10-08,English,Present 
S07158,2024-12-02,Math,Present 
S00634,2024-03-21,English,Excused
S02921,2024-04-17,History,Absent
S02663,2024-09-20,Science,Absent
S03310,2024-12-17,Science,Absent
S01001,2025-02-18,Geography,Left Early
S08855,2025-02-27,Math, Late
S04892,2024-10-16,Arabic,Present 
S09918,2024-05-05,Math,Late
S00197,2025-02-16,English,Present
S06622,2025-01-29,Math,Excused
S07664,2024-11-06,History,Present 
S08844,2024-04-13,Arabic,Present
S11042,2024-06-20,English,Absent
S10640,2024-07-04,History,Absent
S06477,2024-04-14,Science,Left Early
S06235,2025-01-11,Arabic,Present
S08228,2024-08-11,Science, Late
S09165,2025-01-13,Science,Excused
S09158,2024-05-31,Arabic,Absent
S11046,2025-01-11,History,Left Early
S05490,2025-01-21,Arabic,Present 
S02131,2025-02-06,Arabic, Late
S06430,2024-08-10,English,Absent
S09247,2024-06-29,Arabic, Late
S09011,2024-12-10,Math, Late
S07317,2024-06-19,History,Excused
S11887,2024-10-17,History,Late
S03038,2024-04-23,Arabic,Late
S06289,2024-07-05,Science,Absent
S04567,2024-10-25,Arabic,Absent
S10463,2024-03-27,Math,Absent
S04277,2024-10-16,Geography,Absent
S08919,2024-06-09,Geography,Excused
S05749,2025-01-28,English, Late
S03030,2024-12-09,History,Late
S08277,2024-12-23,Math,Absent
S11600,2024-08-20,Math,Excused
S11329,2025-01-25,History, Late
S10953,2025-01-31,Arabic,Absent
S06638,2024-04-10,History,Left Early
S02180,2024-09-29,English, Late
S03806,2025-01-31,Science,Absent
S08729,2024-06-08,English, Late
S02210,2024-10-17,Arabic,Present
S01486,2024-09-03,History,Late
S04491,2024-12-15,Math,Absent
S07868,2024-04-04,Science,Excused
S09448,2025-02-12,Math,Absent
S08203,2024-04-09,Arabic,Absent
S04660,2025-01-17,Science, Late
S09088,2024-12-02,History,Left Early
S11843,2024-11-17,History,Absent
S02644,2024-09-11,English,Present 
S02762,2024-10-05,Geography,Absent
S07712,2024-06-25,Geography,Excused
S09984,2024-11-30,Math,Present
S02074,2024-09-18,Arabic,Left Early
S08301,2024-09-29,Geography, Late
S05391,2024-11-28,History,Left Early
S04445,2024-04-19,Arabic,Left Early
S04725,2024-04-09,Math, Late
S07003,2024-03-30,English,Present
S04175,2024-08-18,Math,Absent
S04774,2025-02-03,English,Present
S00658,2024-11-25,Geography,Present
S02139,2024-09-30,Math, Late
S00871,2024-09-07,History,Present
S05211,2024-06-19,Arabic,Left Early
S07668,2025-01-23,Arabic,Present
S00580,2024-12-31,Math,Absent
S04342,2024-07-30,English,Absent
S03950,2024-06-14,Arabic,Absent
S03891,2025-01-17,English,Excused
S09473,2024-05-23,History,Absent
S00053,2024-09-13,Science,Late
S06833,2024-08-14,Arabic,Excused
S00350,2024-04-07,Math,Late
S02890,2024-06-25,Geography,Absent
S02204,2024-10-08,History,Present
S10977,2024-08-24,English,Absent
S08496,2024-10-13,Geography,Absent
S04631,2024-03-23,Arabic,Absent
S07586,2024-08-18,History,Left Early
S06348,2024-10-09,Geography,Absent
S01692,2024-09-17,Math,Left Early
S07972,2024-11-06,English,Late
S06551,2024-11-10,History,Present 
S02220,2024-11-11,Science,Late
S04315,2024-03-11,Science,Present 
S04306,2025-02-13,Geography,Present
S06564,2024-12-18,English, Late
S05243,2024-08-10,Arabic,Excused
S00482,2024-09-29,English,Absent
S00331,2025-01-07,Science,Excused
S02702,2024-11-13,History,Present
S03524,2024-08-22,Arabic,Excused
S05444,2025-01-01,Arabic,Excused
S08937,2024-12-05,Arabic,Present 
S08587,2024-09-21,Arabic,Absent
S01960,2024-03-23,Science,Absent
S00960,2024-04-06,Math,Present 
S01127,2025-02-07,English,Late
S08473,2025-01-27,History,Excused
S11123,2024-09-09,Science,Absent
S03420,2025-01-18,Geography,Present 
S00170,2024-08-09,Arabic,Left Early
S01276,2024-10-11,Geography,Present
S08032,2024-04-29,Math,Left Early
S10686,2025-01-13,English,Present
S10281,2025-01-01,Science,Excused
S04566,2024-05-21,Math, Late
S09068,2025-02-13,Geography,Present 
S06554,2024-06-29,English,Present
S10106,2024-08-15,Arabic,Excused
S00622,2025-01-14,Arabic,Absent
S09124,2024-11-06,History,Excused
S02447,2024-10-13,English, Late
S05386,2024-03-19,Math,Absent
S04490,2024-07-11,Arabic,Present 
S04881,2025-02-26,History,Absent
S10064,2024-08-11,History,Absent
S00484,2025-01-01,Science,Late
S02545,2024-09-11,Geography,Absent
S12109,2024-06-02,Math,Late
S02611,2024-05-06,Math,Absent
S08508,2024-08-09,Arabic, Late
S04032,2024-12-02,Geography,Left Early
S07039,2024-09-04,English,Left Early
S01679,2024-10-13,Geography,Absent
S00020,2024-10-25,English,Late
S09539,2024-05-04,Geography, Late
S05511,2024-07-26,Science,Absent
S01437,2024-12-27,History, Late
S01629,2024-05-19,Science,Absent
S07997,2024-03-22,History,Present
S02628,2024-06-13,Geography,Left Early
S08183,2024-11-21,Geography,Present 
S04652,2024-10-11,History,Absent
S04698,2024-05-11,English,Present 
S03585,2024-05-09,Math,Present 
S10263,2024-11-26,Geography,Present 
S10172,2024-12-28,Arabic,Absent
S00757,2024-08-18,Arabic,Absent
S01207,2024-11-07,History,Present
S09152,2024-05-06,Science,Absent
S07976,2024-11-27,Science,Absent
S03551,2024-08-23,History,Late
S06488,2024-04-15,History, Late
S07025,2024-06-20,History,Present 
S01413,2025-01-23,Geography,Late
S03429,2024-09-03,Math,Absent
S09331,2024-03-28,History, Late
S02031,2024-11-22,Geography,Excused
S04908,2025-02-15,Arabic,Excused
S05723,2025-02-07,Science,Absent
S03297,2024-10-08,Science,Present 
S04162,2024-07-22,History, Late
S11328,2024-10-28,English,Absent
S06630,2024-10-14,Math,Excused
S06725,2024-04-24,Arabic,Excused
S10559,2024-06-30,History,Late
S00566,2024-03-10,English,Excused
S07339,2024-04-24,Geography,Present
S08305,2024-03-10,Arabic,Excused
S05248,2024-11-10,Science,Absent
S04927,2024-03-14,History,Present
S08632,2025-02-14,History,Absent
S02076,2024-04-11,Science,Present 
S04097,2024-08-07,History,Absent
S06061,2024-07-16,Science,Excused
S04098,2024-04-11,Arabic, Late
S00841,2024-12-21,English,Present 
S09565,2024-11-04,Geography,Absent
S07724,2025-01-22,Math, Late
S12145,2024-05-16,Geography,Excused
S10945,2024-09-15,Math,Absent
S07843,2024-07-11,Arabic,Present
S00502,2024-06-05,Science,Left Early
S10249,2024-11-16,Arabic,Left Early
S04530,2024-07-21,History,Excused
S04392,2024-07-29,History,Present 
S11512,2024-07-28,Science,Left Early
S04530,2025-01-24,Geography,Absent
S02787,2025-01-24,Science,Excused
S05188,2025-02-15,History,Absent
S10739,2024-06-09,Math,Present 
S00099,2024-10-27,English,Excused
S02605,2025-01-14,Arabic,Absent
S00053,2024-10-08,English,Left Early
S06502,2025-03-05,History,Left Early
S06903,2025-02-22,Math,Late
S04230,2024-11-09,History, Late
S07633,2024-05-22,Geography,Present 
S05405,2024-12-13,Geography,Absent
S09611,2025-01-06,Math,Excused
S09785,2024-03-22,Geography,Absent
S05677,2024-04-11,Math,Left Early
S05338,2024-09-20,English, Late
S04863,2025-02-28,History,Present
S02682,2024-04-10,Geography,Absent
S06799,2025-02-15,English,Absent
S02277,2024-09-18,History,Absent
S01038,2024-04-06,Arabic,Late
S08078,2024-09-20,Science,Late
S11209,2024-05-09,Math,Present 
S01707,2024-03-26,Arabic,Present
S08161,2024-06-20,Math,Absent
S08460,2024-12-06,History, Late
S04906,2024-04-01,Geography,Absent
S04559,2024-12-07,Geography, Late
S01453,2024-08-10,Science,Excused
S09533,2024-03-15,English,Present 
S07133,2024-03-29,Arabic,Left Early
S04549,2024-05-02,Science, Late
S05931,2025-01-25,English, Late
S04833,2024-10-28,History, Late
S10928,2024-05-29,History,Absent
S03406,2024-10-23,History,Absent
S05682,2024-12-10,Math,Late
S11793,2024-04-05,Science,Absent
S04375,2024-09-09,Math, Late
S09025,2024-11-30,Geography,Left Early
S10474,2024-09-22,Math,Absent
S00777,2024-03-24,Geography,Absent
S05069,2024-03-25,Science,Absent
S09936,2024-10-31,English,Absent
S06351,2024-07-27,History, Late
S09091,2024-10-26,English, Late
S01253,2025-03-07,English,Absent
S04097,2024-03-27,English,Present 
S10318,2025-03-09,Arabic,Excused
S10054,2024-06-04,Arabic,Excused
S09642,2024-11-15,Geography,Left Early
S06680,2024-05-02,Math,Excused
S04827,2024-04-03,Science,Left Early
S11808,2024-07-09,English,Excused
S05512,2025-01-24,Science, Late
S09243,2024-05-22,Science, Late
S04004,2024-04-19,Math,Absent
S04451,2024-11-12,Geography,Absent
S11954,2024-05-06,Geography,Absent
S10744,2024-06-12,Arabic, Late
S12038,2025-02-24,English,Left Early
S05514,2025-01-22,History,Left Early
S02968,2024-07-12,Arabic, Late
S09255,2024-05-02,Science,Absent
S06300,2025-01-20,Math,Absent
S01177,2024-04-30,Geography,Present
S04099,2024-06-27,Geography,Excused
S10957,2024-11-01,English,Excused
S10631,2024-08-17,Arabic,Absent
S01964,2024-11-17,English,Present
S11233,2025-02-07,History,Present
S05041,2024-10-03,Math, Late
S06060,2024-11-07,English,Left Early
S02242,2024-07-18,Science,Excused
S03326,2024-03-29,English,Left Early
S00365,2024-06-10,Math,Excused
S07127,2024-08-20,History,Late
S01710,2024-11-06,English,Late
S00060,2024-12-09,Math, Late
S08102,2024-09-20,Science,Late
S08683,2025-02-27,Arabic,Present
S08666,2024-09-04,Arabic,Late
S10006,2025-02-19,Science,Late
S06938,2024-08-31,Science,Late
S06083,2024-07-10,Geography,Excused
S05314,2024-09-23,History, Late
S08000,2024-06-28,Geography, Late
S02293,2025-02-07,Geography,Present
S01836,2024-12-29,English,Present
S08150,2025-02-24,Geography,Present
S11547,2024-11-05,English,Present
S07268,2024-08-07,History, Late
S08225,2025-02-14,Geography, Late
S02910,2024-05-03,Science,Present
S01538,2024-04-03,Science,Left Early
S10951,2024-08-08,Geography,Present 
S10000,2024-12-03,History,Absent
S09205,2024-04-28,History,Present 
S11771,2024-08-25,Science,Absent
S09161,2024-08-04,Geography,Absent
S06574,2024-08-26,Science,Present 
S12097,2024-06-28,English,Left Early
S01537,2024-08-27,English,Excused
S10892,2024-12-03,Science,Left Early
S10322,2025-03-09,Geography,Present 
S00913,2024-12-20,Science,Excused
S08030,2024-08-19,Science,Present
S05770,2024-04-30,Geography,Present 
S06206,2024-07-25,Arabic,Excused
S11771,2024-06-03,Geography,Excused
S04946,2024-07-07,Arabic,Left Early
S05369,2024-05-27,Arabic,Left Early
S10975,2024-08-26,Geography,Absent
S02048,2024-11-17,Science,Excused
S08438,2024-10-25,Geography, Late
S01234,2024-10-23,History,Present 
S06839,2024-05-30,History, Late
S09472,2024-11-04,Math,Absent
S03185,2024-12-29,English,Present 
S10981,2024-08-24,Arabic,Absent
S07377,2024-10-31,Geography,Excused
S11740,2024-07-01,Science, Late
S11030,2024-08-09,English,Absent
S06250,2024-10-12,History, Late
S11235,2024-05-06,Science,Excused
S00722,2024-10-12,Geography,Present 
S00623,2024-04-26,English,Present
S11326,2024-06-28,English,Present
S09373,2025-01-22,Math,Left Early
S08970,2024-08-30,History,Absent
S06374,2025-02-13,Arabic,Present 
S04683,2025-02-01,History,Present
S08742,2024-03-09,Arabic,Late
S05760,2024-05-23,English,Absent
S09171,2024-10-20,Arabic,Absent
S06144,2025-01-20,Science,Left Early
S03388,2024-05-01,Arabic,Left Early
S00090,2024-12-12,Geography, Late
S03081,2024-12-20,Science,Excused
S07887,2024-07-29,Science,Present 
S09466,2024-11-07,History,Absent
S01798,2025-01-12,History,Absent
S01411,2024-03-21,Math,Late
S00867,2024-10-28,Geography,Late
S02891,2024-06-18,Math,Present
S10128,2024-06-04,Geography, Late
S02620,2024-12-11,Arabic,Late
S06148,2024-10-20,Arabic, Late
S02894,2025-02-12,Science, Late
S11023,2025-01-12,Math,Present 
S08834,2025-02-01,Geography,Absent
S04685,2024-06-14,Science,Late
S01607,2024-08-02,History,Present 
S09287,2024-11-14,History,Late
S05617,2024-09-23,English, Late
S05611,2025-02-12,History,Present
S03427,2024-05-05,History,Absent
S00750,2024-08-17,Arabic,Absent
S10553,2024-09-12,Science,Present 
S07144,2024-03-19,Science,Present
S06355,2024-11-10,Geography,Present 
S04377,2024-12-04,English,Late
S01248,2025-02-01,History,Left Early
S02549,2024-09-24,Science,Present 
